loss,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.6528,9.892703862660945e-06,1.07,500,,,,,,,,,,,,,
,,1.07,500,0.6959896087646484,0.5585748792270532,0.6937416777629827,0.29720479178551057,0.41613418530351437,10.1904,325.013,40.627,,,,,
0.6244,9.785407725321889e-06,2.15,1000,,,,,,,,,,,,,
,,2.15,1000,0.6687491536140442,0.6041666666666666,0.6863406408094435,0.4643468339988591,0.5539299081320178,5.2473,631.188,78.898,,,,,
0.6052,9.678111587982833e-06,3.22,1500,,,,,,,,,,,,,
,,3.22,1500,0.6578500866889954,0.6277173913043478,0.6658163265306123,0.5955504848830576,0.6287262872628727,5.2298,633.295,79.162,,,,,
0.5818,9.570815450643777e-06,4.29,2000,,,,,,,,,,,,,
,,4.29,2000,0.6997768878936768,0.6020531400966184,0.7061611374407583,0.4249857387335995,0.5306267806267806,5.2401,632.054,79.007,,,,,
0.5663,9.4637339055794e-06,5.36,2500,,,,,,,,,,,,,
,,5.36,2500,0.7217105031013489,0.5939009661835749,0.7081632653061225,0.39589275527666856,0.5078668130259788,5.2237,634.037,79.255,,,,,
0.5423,9.356437768240344e-06,6.44,3000,,,,,,,,,,,,,
,,6.44,3000,0.7140765190124512,0.6159420289855072,0.6934835076427996,0.4917284654877353,0.5754339118825099,5.2376,632.351,79.044,,,,,
0.5234,9.249356223175966e-06,7.51,3500,,,,,,,,,,,,,
,,7.51,3500,0.8031152486801147,0.5896739130434783,0.7264367816091954,0.3605248146035368,0.4818909645444149,5.2214,634.318,79.29,,,,,
0.4981,9.142274678111588e-06,8.58,4000,,,,,,,,,,,,,
,,8.58,4000,0.7398416996002197,0.6114130434782609,0.6600274725274725,0.5482030804335425,0.5989404799002804,5.2328,632.936,79.117,,,,,
0.4685,9.034978540772533e-06,9.66,4500,,,,,,,,,,,,,
,,9.66,4500,0.7720699310302734,0.6099033816425121,0.6698599852616065,0.5185396463205932,0.5845659163987138,5.2272,633.61,79.201,,,,,
0.4472,8.927682403433478e-06,10.73,5000,,,,,,,,,,,,,
,,10.73,5000,0.7764055132865906,0.6180555555555556,0.6428571428571429,0.6263548203080433,0.6344986997977464,5.2226,634.168,79.271,,,,,
0.4264,8.820386266094422e-06,11.8,5500,,,,,,,,,,,,,
