loss,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.6387,9.892703862660945e-06,1.07,500,,,,,,,,,,,,,
,,1.07,500,0.6339235305786133,0.644927536231884,0.6702064896755162,0.648031945236737,0.6589327146171693,8.0217,412.882,51.61,,,,,
0.5814,9.785407725321889e-06,2.15,1000,,,,,,,,,,,,,
,,2.15,1000,0.6297793388366699,0.6615338164251208,0.6761426978818283,0.6919566457501426,0.6839582745982521,5.2769,627.639,78.455,,,,,
0.5324,9.678111587982833e-06,3.22,1500,,,,,,,,,,,,,
,,3.22,1500,0.634615957736969,0.6615338164251208,0.6818181818181818,0.6759840273816314,0.6788885706101403,5.2722,628.204,78.525,,,,,
0.4766,9.570815450643777e-06,4.29,2000,,,,,,,,,,,,,
,,4.29,2000,0.6674142479896545,0.6702898550724637,0.6668349318525997,0.753565316600114,0.707552222817354,5.2382,632.284,79.035,,,,,
0.4271,9.4637339055794e-06,5.36,2500,,,,,,,,,,,,,
,,5.36,2500,0.6727040410041809,0.6693840579710145,0.7447916666666666,0.5710211066742726,0.6464320309977397,5.2509,630.745,78.843,,,,,
0.3608,9.356652360515022e-06,6.44,3000,,,,,,,,,,,,,
,,6.44,3000,0.7535639405250549,0.669987922705314,0.7044609665427509,0.6486023958927553,0.6753786753786754,5.3019,624.683,78.085,,,,,
0.3071,9.249356223175966e-06,7.51,3500,,,,,,,,,,,,,
,,7.51,3500,0.7793400883674622,0.6856884057971014,0.7216687422166874,0.6611523103251569,0.6900863352188151,5.2751,627.854,78.482,,,,,
0.2627,9.14206008583691e-06,8.58,4000,,,,,,,,,,,,,
,,8.58,4000,0.8479993939399719,0.6838768115942029,0.6918478260869565,0.7261836851112379,0.7086000556637906,5.2455,631.394,78.924,,,,,
0.2225,9.034978540772533e-06,9.66,4500,,,,,,,,,,,,,
,,9.66,4500,0.8354150652885437,0.7016908212560387,0.7305605786618445,0.6913861950941244,0.7104337631887456,5.2745,627.932,78.491,,,,,
0.1941,8.927682403433478e-06,10.73,5000,,,,,,,,,,,,,
,,10.73,5000,0.9011525511741638,0.6932367149758454,0.6938453445554971,0.7524244152880776,0.7219485495347564,5.2822,627.008,78.376,,,,,
0.1624,8.820386266094422e-06,11.8,5500,,,,,,,,,,,,,
,,11.8,5500,0.9410054683685303,0.6989734299516909,0.7079207920792079,0.7341699942954935,0.7208064967796136,5.2916,625.899,78.237,,,,,
0.1386,8.713090128755366e-06,12.88,6000,,,,,,,,,,,,,
,,12.88,6000,0.9874491095542908,0.705012077294686,0.7526041666666666,0.6594409583571021,0.7029492246883552,5.2639,629.191,78.649,,,,,
0.1188,8.606008583690987e-06,13.95,6500,,,,,,,,,,,,,
,,13.95,6500,1.0257699489593506,0.707427536231884,0.6983805668016194,0.7872219053051911,0.7401448109412712,5.2931,625.717,78.215,,,,,
0.1048,8.498712446351933e-06,15.02,7000,,,,,,,,,,,,,
,,15.02,7000,1.0930595397949219,0.7059178743961353,0.7031820552947313,0.768967484312607,0.7346049046321526,5.2925,625.791,78.224,,,,,
0.0902,8.391416309012877e-06,16.09,7500,,,,,,,,,,,,,
,,16.09,7500,1.137696623802185,0.7038043478260869,0.7365196078431373,0.6856816885339418,0.710192023633678,5.2879,626.331,78.291,,,,,
0.0795,8.284120171673821e-06,17.17,8000,,,,,,,,,,,,,
,,17.17,8000,1.1665408611297607,0.7222222222222222,0.7397812320092113,0.733029092983457,0.7363896848137537,5.2886,626.258,78.282,,,,,
0.071,8.177038626609442e-06,18.24,8500,,,,,,,,,,,,,
,,18.24,8500,1.2508798837661743,0.7176932367149759,0.7463855421686747,0.7067883628066173,0.7260474655728097,5.2902,626.069,78.259,,,,,
0.0684,8.069742489270388e-06,19.31,9000,,,,,,,,,,,,,
,,19.31,9000,1.254930019378662,0.7068236714975845,0.7077577045696068,0.7598402738163149,0.7328748280605228,5.2523,630.577,78.822,,,,,
0.0625,7.962446351931332e-06,20.39,9500,,,,,,,,,,,,,
,,20.39,9500,1.3381266593933105,0.7056159420289855,0.7539164490861618,0.6588705077010839,0.7031963470319635,5.2572,629.997,78.75,,,,,
0.0605,7.855150214592276e-06,21.46,10000,,,,,,,,,,,,,
,,21.46,10000,1.216555118560791,0.7240338164251208,0.7398513436249285,0.7381631488876212,0.7390062821245004,5.2824,626.984,78.373,,,,,
0.0538,7.74785407725322e-06,22.53,10500,,,,,,,,,,,,,
,,22.53,10500,1.3760133981704712,0.7137681159420289,0.7357937902753369,0.7164860239589276,0.7260115606936417,5.2617,629.451,78.681,,,,,
0.0575,7.640772532188842e-06,23.61,11000,,,,,,,,,,,,,
,,23.61,11000,1.348430871963501,0.7198067632850241,0.7345082433200683,0.7370222475755848,0.7357630979498861,5.2545,630.317,78.79,,,,,
0.0475,7.5334763948497855e-06,24.68,11500,,,,,,,,,,,,,
,,24.68,11500,1.3920687437057495,0.7189009661835749,0.7345890410958904,0.7341699942954935,0.734379457917261,5.266,628.945,78.618,,,,,
0.0443,7.42618025751073e-06,25.75,12000,,,,,,,,,,,,,
,,25.75,12000,1.4149998426437378,0.7270531400966184,0.7351800554016621,0.7569880205362236,0.7459246767847105,5.2708,628.364,78.545,,,,,
0.0421,7.3188841201716744e-06,26.82,12500,,,,,,,,,,,,,
,,26.82,12500,1.4456299543380737,0.7282608695652174,0.7599024984765387,0.7113519680547633,0.7348261638185032,5.2812,627.128,78.391,,,,,
0.0414,7.211802575107296e-06,27.9,13000,,,,,,,,,,,,,
,,27.9,13000,1.4675438404083252,0.7128623188405797,0.6926032660902978,0.8225898459783229,0.7520208604954368,5.3756,616.122,77.015,,,,,
0.0376,7.104721030042919e-06,28.97,13500,,,,,,,,,,,,,
,,28.97,13500,1.4396566152572632,0.7155797101449275,0.7495384615384615,0.6948088990302339,0.7211367673179396,5.3595,617.965,77.246,,,,,
0.0318,6.997424892703863e-06,30.04,14000,,,,,,,,,,,,,
,,30.04,14000,1.5782874822616577,0.7222222222222222,0.7588564325668117,0.6965202509982886,0.7263533610945865,5.3355,620.743,77.593,,,,,
0.0298,6.8901287553648075e-06,31.12,14500,,,,,,,,,,,,,
,,31.12,14500,1.5759122371673584,0.7128623188405797,0.7421497584541062,0.7010838562464347,0.7210325608682898,5.3451,619.631,77.454,,,,,
0.0292,6.782832618025752e-06,32.19,15000,,,,,,,,,,,,,
,,32.19,15000,1.6314607858657837,0.7176932367149759,0.760178117048346,0.6816885339418141,0.718796992481203,5.3653,617.306,77.163,,,,,
0.0262,6.6755364806866964e-06,33.26,15500,,,,,,,,,,,,,
,,33.26,15500,1.5970538854599,0.7291666666666666,0.7726114649681529,0.6919566457501426,0.7300631959073126,5.3369,620.581,77.573,,,,,
0.0247,6.5682403433476405e-06,34.33,16000,,,,,,,,,,,,,
,,34.33,16000,1.6396055221557617,0.726147342995169,0.7245222929936306,0.7786651454649173,0.7506186417376959,5.365,617.334,77.167,,,,,
0.0229,6.461158798283262e-06,35.41,16500,,,,,,,,,,,,,
,,35.41,16500,1.7249906063079834,0.7297705314009661,0.7318918918918919,0.7723901882487165,0.7515958923119623,5.3446,619.686,77.461,,,,,
0.0204,6.353862660944207e-06,36.48,17000,,,,,,,,,,,,,
